Accession,T37.0,T41.0,T44.0,T47.0,T50.0,T53.0,T56.0,T59.0,T63.0,T67.0,RSD
POR,0.9999,1.0928,0.9066,0.9102,0.8777,0.5772,0.4129,0.2815,0.1736,0.1089,0.0
POT1,0.9999,0.8577,0.7662,0.5323,0.2096,0.0398,0.0313,0.0262,0.0205,0.0173,0.0
POTEI,0.9999,1.2846,0.9855,1.0131,1.051,0.7578,0.4207,0.2225,0.1471,0.1213,0.0
PPAN,0.9999,0.9612,0.7206,0.3155,0.4367,0.1574,0.1301,0.1544,0.0939,0.0969,0.0
PPP1R11,0.9999,1.1639,1.0843,1.2588,0.8869,0.7819,0.6855,0.5273,0.5078,0.4243,0.0
PPP1R14A,0.9999,1.0875,1.0605,0.9277,0.9614,0.7959,0.6181,0.366,0.464,0.3356,0.0
PPP1R14C,0.9999,1.0229,1.1514,1.161,1.1126,0.7973,0.6666,0.4374,0.234,0.1636,0.0
PPP3CC,0.9999,0.8172,0.7341,0.6938,0.6477,0.3488,0.2781,0.0726,0.0136,0.0137,0.0
PPT2,0.9999,1.0129,1.0046,1.0039,0.9446,0.8255,0.6783,0.4534,0.1847,0.0457,0.0
PRKAB1,0.9999,1.6242,0.9064,0.7559,0.5492,0.2894,0.1032,0.0601,0.0261,0.0168,0.0
PRKRIP1,0.9999,1.2643,0.7109,0.775,0.8843,0.7883,0.9707,0.4825,0.445,0.5054,0.0
PROSER1,0.9999,0.8676,0.615,0.2872,0.175,0.1358,0.0728,0.0697,0.0415,0.0223,0.0
PRPF38A,0.9999,0.9101,0.6747,0.3484,0.2043,0.0512,0.0468,0.0397,0.018,0.012,0.0
PRSS1|TMPRSS13,0.9999,0.779,0.7239,0.6169,0.7035,0.5213,0.36,0.3898,0.2478,0.3674,0.0
PTEN,0.9999,1.0161,0.9422,0.7338,0.2854,0.232,0.1834,0.1413,0.2126,0.0667,0.0
PTMA,0.9999,0.9871,0.8407,0.9125,1.1865,0.63,0.5756,0.4089,0.3294,0.1662,0.0
PTRH2,0.9999,1.0734,0.9978,0.7576,0.9583,0.3908,0.4098,0.2266,0.0204,0.0283,0.0
RAB21,0.9999,0.9614,1.0066,1.0174,1.0042,0.723,0.4803,0.1502,0.1185,0.0263,0.0
RAB31,0.9999,0.7787,0.8881,0.9396,0.8629,0.4452,0.2874,0.2686,0.0948,0.0235,0.0
RAB3A,0.9999,0.8731,0.9587,0.8818,0.9736,0.6501,0.4815,0.3947,0.1524,0.0471,0.0
RAB3IP,0.9999,0.7851,0.791,0.6397,0.5957,0.3341,0.238,0.1263,0.122,0.0794,0.0
RAB40C|RAB40AL|RAB40B|RAB40A,0.9999,0.9084,0.9123,0.7951,0.6601,0.4303,0.1685,0.084,0.0481,0.0084,0.0
RACGAP1,0.9999,0.9645,0.6901,0.4122,0.233,0.1103,0.0696,0.0328,0.0425,0.0388,0.0
RALB,0.9999,1.0777,0.8524,0.7787,0.9424,0.3097,0.4213,0.1586,0.1056,0.0027,0.0
RALGAPB,0.9999,0.9311,0.8471,0.6817,0.2883,0.171,0.1448,0.1416,0.0709,0.0439,0.0
RALY,0.9999,1.0163,0.9715,0.6221,0.432,0.119,0.0723,0.0545,0.0414,0.0313,0.0
RANBP10,0.9999,0.8891,0.7936,0.6176,0.5374,0.1852,0.1009,0.0785,0.0562,0.0241,0.0
RAP1B|RAP1A,0.9999,1.0171,1.0911,0.7077,0.9466,0.558,0.511,0.2458,0.1724,0.1094,0.0
RAP2C,0.9999,1.6027,0.9524,0.7627,0.6987,0.3457,0.364,0.198,0.0681,0.0264,0.0
RBFOX2|RBFOX1,0.9999,0.9209,1.037,0.7864,0.7721,0.337,0.174,0.1248,0.1043,0.0512,0.0
RBL2,0.9999,1.0286,1.0721,0.8025,0.4819,0.187,0.157,0.1368,0.0918,0.0518,0.0
RBM45,0.9999,0.6971,0.7226,0.7577,1.0461,0.3537,0.737,1.5503,0.0582,0.0063,0.0
RBMX,0.9999,0.96,1.0059,0.8384,1.0699,0.4639,0.4589,0.294,0.1754,0.1789,0.0
RBX1,0.9999,0.9637,0.9561,0.978,0.9274,0.6418,0.3785,0.2536,0.1239,0.1036,0.0
RFXAP,0.9999,0.9602,0.8574,0.7422,0.6177,0.5381,0.3864,0.3003,0.1895,0.1537,0.0
RINL,0.9999,0.7122,0.4282,0.2147,0.2724,0.2011,0.1595,0.1778,0.1184,0.0751,0.0
RMDN1,0.9999,1.3501,1.2565,1.5086,1.779,1.3346,0.2675,0.0817,0.046,0.0272,0.0
RMI2,0.9999,0.9659,0.7604,0.3248,0.5548,0.2374,0.387,0.2073,0.1123,0.0543,0.0
RNF126,0.9999,0.9442,0.6352,0.4677,0.4208,0.2292,0.1138,0.1084,0.0868,0.0331,0.0
RPA2,0.9999,1.1212,0.9694,0.8862,0.6512,0.5318,0.3463,0.1595,0.0498,0.0222,0.0
RPL14,0.9999,1.1134,0.8439,0.5534,0.61,0.1325,1.426,0.3058,0.0677,0.0458,0.0
RPL34,0.9999,1.3271,1.0265,0.4473,0.32,0.1517,0.8869,0.2037,0.0687,0.0612,0.0
RPL35A,0.9999,1.4162,1.4462,0.8035,0.8329,0.2965,2.1889,0.4999,0.0591,0.0474,0.0
RPL4,0.9999,1.1735,1.084,0.7182,0.5914,0.2402,0.7236,0.2628,0.1826,0.1143,0.0
RPLP0,0.9999,0.9403,0.8372,0.5941,0.2483,0.1207,0.3536,0.2091,0.0344,0.0089,0.0
RPP40,0.9999,0.9965,1.1463,1.1393,0.9583,1.1407,0.6306,0.3197,0.2098,0.0358,0.0
RPS25,0.9999,1.1575,1.2799,1.168,1.6239,0.7996,1.929,0.3295,0.1189,0.0577,0.0
RPS29,0.9999,1.0602,1.2338,1.7992,3.1708,2.5838,3.3951,1.0575,0.5154,0.4523,0.0
RPS6KA5,0.9999,0.9754,0.9128,0.7716,0.2434,0.0738,0.0495,0.0302,0.0298,0.0109,0.0
RRAGC,0.9999,0.8635,0.894,0.9927,1.0311,1.0397,0.9771,0.9247,0.7148,0.3995,0.0
RRBP1,0.9999,1.3361,1.5703,1.2764,0.9779,0.516,0.6529,0.3327,0.1636,0.174,0.0
RSC1A1,0.9999,1.0364,1.0027,0.9184,0.7554,0.4588,0.2165,0.1243,0.0795,0.076,0.0
RSPRY1,0.9999,0.9405,0.8905,0.9339,0.8299,0.5087,0.3502,0.2646,0.0884,0.0882,0.0
RWDD1,0.9999,0.8166,0.9205,1.0897,0.9774,0.5777,0.2538,0.1137,0.0786,0.058,0.0
RYBP,0.9999,1.0846,1.0829,0.8877,0.6731,0.5008,0.2432,0.2019,0.1836,0.1474,0.0
S100A6,0.9999,1.0787,1.0189,1.1442,1.0634,0.7952,0.4105,0.3356,0.1441,0.0834,0.0
S100A9,0.9999,0.902,0.747,0.7252,0.7386,0.4595,0.7992,0.5988,0.1987,0.5854,0.0
S100P,0.9999,1.4139,1.2408,0.9347,0.5637,0.8499,0.1587,0.0938,0.1687,0.0166,0.0
S100PBP,0.9999,1.0153,0.8155,0.5329,0.5067,0.331,0.2603,0.1994,0.1631,0.1308,0.0
SALL2,0.9999,0.6669,0.4464,0.4322,0.3371,0.2185,0.1414,0.1293,0.0681,0.0288,0.0
SASH1,0.9999,0.8583,0.917,0.5674,0.393,0.2295,0.1504,0.141,0.0515,0.0197,0.0
